,Aceh,Bali,Banten,Bengkulu,Daerah_Istimewa_Yogyakarta,Gorontalo,Jawa_Barat,Jawa_Tengah,Jawa_Timur,Kalimantan_Selatan,Kalimantan_Timur,Kalimantan_Utara,Lampung,Maluku,Maluku_Utara,Nusa_Tenggara_Barat,Nusa_Tenggara_Timur,Papua,Papua_Barat,Sulawesi_Barat,Sulawesi_Selatan,Sulawesi_Tengah,Sulawesi_Tenggara,Sulawesi_Utara,Sumatera_Barat,Sumatera_Utara
2040/01/01 00:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 01:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 02:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 03:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 04:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 05:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 06:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 07:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 08:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 09:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 10:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 11:00:00,0.6340,0.7185,0.7410,0.7355,0.7481,0.7301,0.7309,0.7412,0.7147,0.7073,0.7126,0.7059,0.7447,0.7189,0.7290,0.7323,0.7258,0.7195,0.7277,0.7145,0.7196,0.7230,0.7217,0.7256,0.6665,0.6634
2040/01/01 12:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 13:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 14:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 15:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 16:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 17:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 18:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 19:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 20:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 21:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 22:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/01 23:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 00:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 01:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 02:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 03:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 04:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 05:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 06:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 07:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 08:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 09:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 10:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 11:00:00,0.6329,0.7198,0.7423,0.7361,0.7480,0.7314,0.7311,0.7405,0.7142,0.7060,0.7131,0.7042,0.7443,0.7195,0.7290,0.7319,0.7264,0.7184,0.7279,0.7154,0.7199,0.7234,0.7221,0.7260,0.6661,0.6607
2040/01/02 12:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 13:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 14:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 15:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 16:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 17:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 18:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 19:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 20:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 21:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 22:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/02 23:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 00:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 01:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 02:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 03:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 04:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 05:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 06:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 07:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 08:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 09:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 10:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 11:00:00,0.6317,0.7219,0.7431,0.7365,0.7483,0.7328,0.7317,0.7406,0.7143,0.7054,0.7136,0.7031,0.7444,0.7201,0.7295,0.7317,0.7269,0.7193,0.7283,0.7162,0.7202,0.7236,0.7225,0.7265,0.6652,0.6583
2040/01/03 12:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 13:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 14:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 15:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 16:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 17:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 18:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 19:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 20:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 21:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 22:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/03 23:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 00:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 01:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 02:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 03:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 04:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 05:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 06:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 07:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 08:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 09:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 10:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 11:00:00,0.6311,0.7235,0.7440,0.7358,0.7487,0.7344,0.7331,0.7403,0.7152,0.7057,0.7141,0.7026,0.7442,0.7206,0.7297,0.7318,0.7274,0.7201,0.7284,0.7171,0.7208,0.7243,0.7229,0.7270,0.6625,0.6543
2040/01/04 12:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 13:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 14:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 15:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 16:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 17:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 18:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 19:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 20:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 21:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 22:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
2040/01/04 23:00:00,0.6296,0.7256,0.7440,0.7346,0.7500,0.7359,0.7343,0.7408,0.7168,0.7067,0.7146,0.7031,0.7436,0.7208,0.7300,0.7316,0.7276,0.7201,0.7276,0.7181,0.7216,0.7251,0.7234,0.7276,0.6593,0.6491
