,Aceh,Bali,Banten,Bengkulu,Daerah_Istimewa_Yogyakarta,Daerah_Khusus_Ibukota_Jakarta,Gorontalo,Jambi,Jawa_Barat,Jawa_Tengah,Jawa_Timur,Kalimantan_Barat,Kalimantan_Selatan,Kalimantan_Tengah,Kalimantan_Timur,Kalimantan_Utara,Kepulauan_Bangka_Belitung,Kepulauan_Riau,Lampung,Maluku,Maluku_Utara,Nusa_Tenggara_Barat,Nusa_Tenggara_Timur,Papua,Papua_Barat,Riau,Sulawesi_Barat,Sulawesi_Selatan,Sulawesi_Tengah,Sulawesi_Tenggara,Sulawesi_Utara,Sumatera_Barat,Sumatera_Selatan,Sumatera_Utara
2050/01/01 00:00:00,-2996.5,-5044.9,-22709.5,-1033.2,-3072.2,-32803.0,-613.1,-2050.3,-50522.5,-25586.7,-38357.8,-2769.4,-2997.4,-1523.3,-3938.8,-266.8,-1241.4,-3396.7,-5057.1,-559.2,-602.7,-2192.2,-1156.2,-1155.3,-558.2,-5065.7,-432.4,-6096.1,-1296.2,-1084.3,-1898.9,-3497.0,-5413.9,-11414.3
2050/01/01 01:00:00,-3156.6,-5314.4,-23922.8,-1088.4,-3236.3,-34555.6,-645.8,-2159.8,-53221.7,-26953.7,-40407.1,-2917.3,-3157.6,-1604.7,-4149.3,-281.1,-1307.7,-3578.2,-5327.3,-589.0,-634.9,-2309.3,-1218.0,-1217.0,-588.0,-5336.4,-455.5,-6421.7,-1365.5,-1142.3,-2000.3,-3683.8,-5703.1,-12024.1
2050/01/01 02:00:00,-3319.2,-5588.2,-25155.2,-1144.5,-3403.0,-36335.8,-679.1,-2271.1,-55963.6,-28342.4,-42488.9,-3067.6,-3320.2,-1687.4,-4363.0,-295.6,-1375.1,-3762.5,-5601.8,-619.4,-667.6,-2428.3,-1280.7,-1279.7,-618.3,-5611.3,-479.0,-6752.6,-1435.8,-1201.1,-2103.4,-3873.6,-5996.9,-12643.6
2050/01/01 03:00:00,-3412.9,-5746.0,-25865.7,-1176.8,-3499.1,-37362.0,-698.3,-2335.3,-57544.1,-29142.8,-43688.8,-3154.2,-3414.0,-1735.0,-4486.2,-303.9,-1413.9,-3868.8,-5760.0,-636.9,-686.4,-2496.9,-1316.9,-1315.8,-635.8,-5769.7,-492.5,-6943.3,-1476.4,-1235.0,-2162.8,-3983.0,-6166.3,-13000.7
2050/01/01 04:00:00,-3415.4,-5750.3,-25884.8,-1177.7,-3501.7,-37389.7,-698.8,-2337.0,-57586.8,-29164.4,-43721.2,-3156.6,-3416.5,-1736.3,-4489.6,-304.1,-1414.9,-3871.6,-5764.3,-637.4,-687.0,-2498.7,-1317.9,-1316.8,-636.3,-5774.0,-492.9,-6948.4,-1477.5,-1235.9,-2164.4,-3985.9,-6170.9,-13010.3
2050/01/01 05:00:00,-3461.3,-5827.5,-26232.6,-1193.5,-3548.8,-37892.1,-708.2,-2368.4,-58360.6,-29556.3,-44308.7,-3199.0,-3462.4,-1759.6,-4549.9,-308.2,-1433.9,-3923.7,-5841.7,-645.9,-696.2,-2532.3,-1335.6,-1334.5,-644.8,-5851.6,-499.5,-7041.8,-1497.3,-1252.6,-2193.5,-4039.5,-6253.8,-13185.1
2050/01/01 06:00:00,-3549.9,-5976.6,-26903.7,-1224.0,-3639.6,-38861.4,-726.3,-2429.0,-59853.5,-30312.3,-45442.1,-3280.8,-3551.0,-1804.7,-4666.3,-316.1,-1470.6,-4024.0,-5991.2,-662.4,-714.0,-2597.1,-1369.8,-1368.6,-661.3,-6001.3,-512.3,-7221.9,-1535.6,-1284.6,-2249.6,-4142.8,-6413.7,-13522.4
2050/01/01 07:00:00,-3599.6,-6060.3,-27280.4,-1241.2,-3690.5,-39405.6,-736.5,-2463.0,-60691.6,-30736.8,-46078.5,-3326.8,-3600.7,-1829.9,-4731.6,-320.5,-1491.2,-4080.4,-6075.0,-671.7,-724.0,-2633.4,-1389.0,-1387.8,-670.6,-6085.3,-519.5,-7323.1,-1557.1,-1302.6,-2281.1,-4200.8,-6503.6,-13711.8
2050/01/01 08:00:00,-3622.8,-6099.4,-27456.7,-1249.2,-3714.4,-39660.2,-741.2,-2478.9,-61083.8,-30935.4,-46376.2,-3348.3,-3624.0,-1841.8,-4762.2,-322.6,-1500.9,-4106.7,-6114.3,-676.1,-728.7,-2650.4,-1397.9,-1396.8,-674.9,-6124.7,-522.8,-7370.4,-1567.2,-1311.0,-2295.8,-4228.0,-6545.6,-13800.4
2050/01/01 09:00:00,-3555.6,-5986.2,-26946.8,-1226.0,-3645.4,-38923.6,-727.5,-2432.9,-59949.3,-30360.9,-45514.8,-3286.1,-3556.7,-1807.6,-4673.7,-316.6,-1473.0,-4030.5,-6000.7,-663.5,-715.1,-2601.2,-1372.0,-1370.8,-662.4,-6010.9,-513.1,-7233.5,-1538.1,-1286.7,-2253.2,-4149.5,-6424.0,-13544.1
