ID_node;Longitude;Latitude;name
1594;102.856;-3.239;Sumatera Selatan
1596;98.698;3.735;Sumatera Utara
1597;104.862;-4.85;Lampung
1598;105.201;-4.511;Lampung
1599;98.653;3.474;Sumatera Utara
1601;98.68;3.671;Sumatera Utara
1602;98.789;3.602;Sumatera Utara
1603;98.715;2.253;Sumatera Utara
1604;98.664;2.237;Sumatera Utara
1605;103.797;-3.73;Sumatera Selatan
1607;104.781;-3.043;Sumatera Selatan
1608;104.78;-3.04;Sumatera Selatan
1610;104.169;-4.106;Sumatera Selatan
1611;104.495;-4.583;Lampung
1612;104.486;-4.577;Lampung
1613;98.508;3.646;Sumatera Utara
1618;98.788;3.6;Sumatera Utara
1619;95.57;5.362;Aceh
1620;95.57;5.359;Aceh
1621;102.274;-2.043;Jambi
1623;99.2;2.481;Sumatera Utara
1624;99.258;2.511;Sumatera Utara
1626;98.593;3.59;Sumatera Utara
1627;101.319;-0.878;Sumatera Barat
1628;102.102;-1.431;Jambi
1629;102.318;-3.205;Bengkulu
1630;102.516;-3.526;Bengkulu
1631;100.882;0.292;Riau
1632;100.881;0.294;Riau
1633;100.884;0.297;Riau
1634;101.354;0.498;Riau
1635;104.93;-5.37;Lampung
1636;104.655;-5.498;Lampung
1638;100.448;1.665;Riau
1640;101.462;0.547;Riau
1641;101.354;0.497;Riau
1642;101.279;1.075;Riau
1643;101.137;1.366;Riau
1644;101.412;1.69;Riau
1645;103.152;-1.725;Jambi
1646;103.15;-1.726;Jambi
1647;105.714;-5.312;Lampung
1648;105.508;-4.884;Lampung
1649;101.136;1.364;Riau
1653;105.253;-5.44;Lampung
1654;105.206;-5.336;Lampung
1655;105.342;-5.511;Lampung
1658;105.206;-5.334;Lampung
1659;105.205;-5.334;Lampung
1660;105.173;-5.185;Lampung
1661;105.202;-4.507;Lampung
1662;104.783;-4.055;Sumatera Selatan
1664;100.377;-0.344;Sumatera Barat
1665;104.793;-3.031;Sumatera Selatan
1666;104.795;-3.032;Sumatera Selatan
1669;104.509;-4.944;Lampung
1671;104.783;-5.256;Lampung
1672;104.931;-5.369;Lampung
1673;105.326;-5.15;Lampung
1674;105.305;-5.171;Lampung
1680;98.661;3.664;Sumatera Utara
1681;98.95;3.578;Sumatera Utara
1682;98.906;3.472;Sumatera Utara
1685;105.39;-5.584;Lampung
1686;105.384;-5.556;Lampung
1687;98.338;2.736;Sumatera Utara
1688;98.332;2.58;Sumatera Utara
1690;109.299;-0.075;Kalimantan Barat
1693;140.79;-2.616;Papua
1694;140.679;-2.586;Papua
1695;105.175;-5.185;Lampung
1699;97.43;5.119;Aceh
1700;97.442;5.13;Aceh
1702;95.343;5.514;Aceh
1704;104.135;-2.864;Sumatera Selatan
1705;104.115;-3.4;Sumatera Selatan
1707;98.805;3.542;Sumatera Utara
1708;98.893;3.604;Sumatera Utara
1711;105.173;-5.184;Lampung
1712;104.864;-4.851;Lampung
1714;103.532;-1.571;Jambi
1715;100.571;-0.403;Sumatera Barat
1717;96.727;5.132;Aceh
1720;104.871;-2.928;Sumatera Selatan
1721;99.433;3.223;Sumatera Utara
1722;99.354;3.127;Sumatera Utara
1723;98.505;3.158;Sumatera Utara
1724;98.34;2.736;Sumatera Utara
1726;103.801;-3.507;Sumatera Selatan
1727;104.738;-2.885;Sumatera Selatan
1728;104.818;-2.428;Sumatera Selatan
1729;104.577;-4.831;Lampung
1731;100.416;-1.028;Sumatera Barat
1734;104.244;-3.446;Sumatera Selatan
1735;103.62;-1.541;Jambi
1736;103.769;-1.256;Jambi
1737;103.679;-1.675;Jambi
1738;103.549;-1.69;Jambi
1739;98.495;2.797;Sumatera Utara
1740;98.54;2.787;Sumatera Utara
1741;98.843;1.735;Sumatera Utara
1742;98.844;1.732;Sumatera Utara
1743;100.374;-1.079;Sumatera Barat
1744;100.424;-1.072;Sumatera Barat
1745;100.425;-1.071;Sumatera Barat
1746;100.693;-1.66;Sumatera Barat
1751;114.571;-3.309;Kalimantan Selatan
1752;114.627;-3.424;Kalimantan Selatan
1753;103.225;-3.981;Sumatera Selatan
1754;102.933;-4.413;Bengkulu
1756;110.093;0.002;Kalimantan Barat
1759;110.094;0.002;Kalimantan Barat
1760;110.001;0.353;Kalimantan Barat
1764;108.865;0.83;Kalimantan Barat
1766;108.875;0.836;Kalimantan Barat
1768;117.569;0.47;Kalimantan Timur
1770;116.672;-1.341;Kalimantan Timur
1772;116.095;-1.803;Kalimantan Timur
1776;114.979;-1.746;Kalimantan Tengah
1778;114.374;-3.012;Kalimantan Tengah
1780;114.866;-0.867;Kalimantan Tengah
1782;115.139;-0.621;Kalimantan Tengah
1784;117.189;-0.781;Kalimantan Timur
1787;114.758;-3.73;Kalimantan Selatan
1789;115.105;-3.925;Kalimantan Selatan
1792;115.519;-3.713;Kalimantan Selatan
1794;115.986;-3.482;Kalimantan Selatan
1796;117.062;-0.374;Kalimantan Timur
1802;114.209;-2.821;Kalimantan Tengah
1803;116.595;-0.272;Kalimantan Timur
1806;116.166;-1.898;Kalimantan Timur
1808;113.874;-2.175;Kalimantan Tengah
1810;113.434;-1.9;Kalimantan Tengah
1812;112.921;-2.481;Kalimantan Tengah
1813;112.91;-2.763;Kalimantan Tengah
1814;112.921;-2.482;Kalimantan Tengah
1818;119.815;-0.858;Sulawesi Tengah
1820;111.704;-2.615;Kalimantan Tengah
1821;118.88;-2.697;Sulawesi Barat
1824;120.387;-3.717;Sulawesi Selatan
1832;120.792;-2.552;Sulawesi Selatan
1834;120.65;-1.64;Sulawesi Tengah
1835;121.13;-2.645;Sulawesi Selatan
1837;122.466;-4.025;Sulawesi Tenggara
1838;122.074;-3.862;Sulawesi Tenggara
1839;122.506;-3.956;Sulawesi Tenggara
1841;120.918;-3.537;Sulawesi Tenggara
1844;121.638;-4.073;Sulawesi Tenggara
1847;123.461;-10.354;Nusa Tenggara Timur
1848;123.491;-10.238;Nusa Tenggara Timur
1849;119.394;-1.155;Sulawesi Barat
