ID_line;voltage;Longitude;Latitude;node_start;node_end
1045;275;100.417;-1.031;1571;1572
1046;150;98.255;4.12;1573;1574
1047;275;104.809;-2.968;1486;1575
1048;150;96.111;4.173;1495;1577
1050;150;98.67;3.771;1565;1580
1051;150;96.727;5.131;1581;1582
1052;150;97.183;5.114;1506;1584
1053;150;98.654;3.476;1443;1585
1054;150;97.943;4.511;1506;1588
1055;150;103.226;-3.981;1589;1590
1056;150;104.689;-2.98;1591;1592
1057;150;102.856;-3.239;1593;1594
1058;150;98.68;3.754;1580;1596
1059;150;104.862;-4.85;1597;1598
1060;150;98.653;3.474;1585;1599
1061;150;98.68;3.671;1601;1602
1062;150;98.664;2.237;1603;1604
1063;150;103.511;-3.767;1593;1605
1064;150;104.78;-3.04;1607;1608
1065;150;103.797;-3.73;1605;1610
1066;150;104.486;-4.577;1611;1612
1067;150;98.273;3.992;1505;1613
1068;150;98.508;3.646;1565;1613
1069;150;98.667;3.715;1566;1618
1070;150;95.57;5.359;1619;1620
1071;150;102.103;-1.432;1489;1621
1072;150;99.2;2.481;1623;1624
1073;150;98.593;3.59;1566;1626
1074;275;101.319;-0.878;1627;1628
1075;275;102.318;-3.205;1629;1630
1076;150;100.881;0.294;1631;1632
1077;150;100.884;0.297;1633;1634
1078;150;104.655;-5.498;1635;1636
1079;150;100.128;1.862;1524;1638
1080;150;101.354;0.498;1634;1640
1081;150;101.279;1.075;1641;1642
1082;150;101.137;1.366;1643;1644
1083;150;103.15;-1.726;1645;1646
1084;150;105.508;-4.884;1647;1648
1085;150;100.448;1.665;1638;1649
1086;150;101.137;1.366;1642;1643
1087;150;105.206;-5.336;1653;1654
1088;150;105.342;-5.511;1468;1655
1089;150;105.206;-5.334;1468;1658
1090;150;105.173;-5.185;1659;1660
1091;150;104.783;-4.055;1661;1662
1092;150;100.115;-0.31;1479;1664
1093;150;104.793;-3.031;1665;1666
1094;150;102.514;-3.526;1248;1594
1095;150;104.509;-4.944;1464;1669
1096;150;104.783;-5.256;1671;1672
1097;150;105.305;-5.171;1673;1674
1098;150;98.593;3.59;1585;1626
1099;150;98.508;3.646;1613;1626
1100;150;98.661;3.664;1566;1680
1101;150;98.906;3.472;1681;1682
1102;150;98.788;3.6;1559;1618
1103;150;105.384;-5.556;1685;1686
1104;150;98.332;2.58;1687;1688
1105;150;109.206;0.059;1050;1690
1106;150;102.274;-2.043;1594;1621
1107;150;140.679;-2.586;1693;1694
1108;150;105.175;-5.185;1647;1695
1109;150;98.69;3.54;1443;1618
1110;150;97.43;5.119;1699;1700
1111;150;95.343;5.514;1496;1702
1112;150;104.135;-2.864;1455;1704
1114;150;103.511;-3.767;1593;1705
1115;150;98.805;3.542;1707;1708
1116;150;98.788;3.6;1618;1707
1117;150;104.864;-4.851;1711;1712
1118;150;103.532;-1.571;1490;1714
1119;150;100.571;-0.403;1478;1715
1120;150;95.963;5.352;1496;1717
1121;150;104.871;-2.928;1484;1720
1122;150;99.354;3.127;1721;1722
1123;150;98.34;2.736;1723;1724
1124;150;103.797;-3.73;1605;1726
1125;150;104.738;-2.885;1727;1728
1126;150;104.169;-4.106;1610;1729
1127;150;100.416;-1.028;1550;1731
1128;150;103.801;-3.507;1726;1734
1129;150;103.62;-1.541;1735;1736
1130;150;103.549;-1.69;1737;1738
1131;150;98.495;2.797;1739;1740
1132;150;98.843;1.735;1741;1742
1133;150;100.374;-1.079;1743;1744
1134;150;100.425;-1.071;1745;1746
1135;150;100.433;-0.934;1476;1550
1136;150;104.745;-3.033;1457;1483
1137;150;114.571;-3.309;1751;1752
1138;150;102.933;-4.413;1753;1754
1142;150;109.328;0;1057;1756
1143;150;114.552;-3.277;1535;1751
1144;150;110.001;0.353;1759;1760
1145;150;109.497;0.906;1061;1760
1146;150;108.865;0.83;1053;1764
1147;150;108.865;0.83;1764;1766
1148;150;117.435;0.161;1048;1768
1149;150;116.672;-1.341;1077;1770
1150;150;116.095;-1.803;1770;1772
1151;150;115.45;-2.195;1076;1772
1152;150;114.979;-1.746;1076;1776
1153;150;114.374;-3.012;1535;1778
1154;150;114.866;-0.867;1776;1780
1155;150;114.866;-0.867;1780;1782
1156;150;117.189;-0.781;1031;1784
1157;150;115.126;-3.029;1071;1074
1158;150;114.758;-3.73;1072;1787
1159;150;114.758;-3.73;1787;1789
1160;150;115.105;-3.925;1789;1792
1161;150;115.519;-3.713;1792;1794
1162;150;117.052;-0.382;1033;1796
1163;150;114.627;-3.424;1752;1789
1164;150;114.627;-3.424;1072;1752
1167;150;114.209;-2.821;1778;1802
1168;150;116.595;-0.272;1034;1803
1169;150;116.095;-1.803;1772;1806
1170;150;113.874;-2.175;1802;1808
1171;150;113.434;-1.9;1808;1810
1172;150;112.921;-2.481;1810;1812
1173;150;112.91;-2.763;1813;1814
1174;150;114.62;-3.23;1074;1536
1175;150;119.815;-0.858;1438;1818
1177;150;111.704;-2.615;1814;1820
1178;150;118.88;-2.697;803;1821
1179;150;120.179;-3.024;1393;1824
1180;150;120.139;-5.57;1384;1391
1181;150;118.88;-2.697;1373;1821
1182;150;120.073;-4.176;1387;1824
1183;275;120.179;-3.024;1393;1832
1184;275;120.65;-1.64;1832;1834
1185;150;120.792;-2.552;1832;1835
1186;150;122.074;-3.862;1837;1838
1187;150;122.466;-4.025;1837;1839
1188;150;120.918;-3.537;1835;1841
1189;150;120.918;-3.537;1841;1844
1190;150;121.638;-4.073;1838;1844
1191;150;123.461;-10.354;1847;1848
1192;150;119.394;-1.155;1818;1849
1193;150;119.309;-2.078;861;1849
1194;150;114.4;-8.153;1284;1329
