ID_node;Longitude;Latitude;ID_line
1793;117.719;4.081;897
1795;117.717;4.084;898
1797;117.715;4.084;899
1798;117.708;4.079;899
1803;117.707;4.085;902
1804;117.706;4.085;902
1808;117.724;4.083;901
1809;117.71;4.087;905
1813;117.71;4.09;907
1816;117.711;4.091;908
1817;117.705;4.095;909
1818;117.704;4.092;909
1821;117.689;4.113;911
1822;117.683;4.109;911
1825;117.684;4.116;913
1829;117.671;4.124;915
1832;117.674;4.123;916
1833;117.671;4.129;917
1835;111.908;-6.861;918
1837;117.016;3.46;919
1838;117.016;3.457;919
1839;116.983;3.463;920
1840;116.985;3.463;920
1842;116.982;3.463;921
1843;116.983;3.464;922
1845;117.009;3.467;923
1846;117.005;3.465;923
1849;117.007;3.468;925
1850;117.008;3.466;925
1851;117.008;3.468;926
1852;117.001;3.465;926
1855;117.003;3.472;928
1857;116.993;3.473;929
1858;116.992;3.47;929
1859;116.993;3.474;930
1863;116.994;3.475;932
1867;116.994;3.477;934
1870;116.993;3.477;935
1872;117.017;3.485;936
1873;116.979;3.486;937
1876;116.994;3.488;938
1879;116.997;3.491;940
1883;117.015;3.492;942
1884;117.016;3.493;942
1886;117.018;3.494;943
1888;117.019;3.494;944
1892;117.018;3.495;946
1893;116.903;3.573;947
1897;117.007;3.584;949
1898;117.011;3.585;949
1899;117.01;3.586;950
1901;116.902;3.599;951
1904;116.916;3.604;952
1906;116.913;3.602;953
1907;116.904;3.605;954
1908;116.904;3.6;954
1909;116.898;3.606;955
1910;116.892;3.603;955
1913;116.903;3.609;957
1917;116.906;3.609;959
1920;116.905;3.605;960
1921;116.909;3.61;961
1924;116.907;3.6;962
1926;116.911;3.61;963
1930;116.912;3.607;965
1931;116.913;3.61;966
1932;116.919;3.61;966
1933;117.865;3.462;967
1934;117.85;3.457;967
1936;117.867;3.461;968
1937;117.858;3.467;969
1938;117.855;3.464;969
1939;117.85;3.467;970
1940;117.849;3.466;970
1942;117.859;3.467;971
1945;117.853;3.468;973
1946;117.844;3.468;973
1948;117.862;3.469;974
1949;117.845;3.47;975
1951;117.862;3.47;976
1954;117.867;3.47;977
1955;117.856;3.471;978
1960;117.838;3.471;980
1962;117.845;3.475;981
1963;117.854;3.486;982
1966;117.86;3.486;983
1967;117.854;3.487;984
1970;117.855;3.487;985
1972;117.858;3.489;986
1974;117.855;3.489;987
1975;117.845;3.492;988
1977;117.721;4.078;989
1978;117.676;3.968;989
1979;117.717;4.085;990
1980;117.72;4.078;990
1983;117.645;4.135;992
1985;116.495;3.454;993
1986;116.493;3.453;993
1988;116.497;3.451;994
1989;116.495;3.455;995
1992;116.498;3.457;996
1993;116.52;3.512;997
1994;116.514;3.516;997
1995;116.512;3.515;998
1998;116.522;3.518;999
1999;116.516;3.523;1000
2000;116.517;3.525;1000
2002;116.51;3.526;1001
2003;116.516;3.525;1002
2004;116.517;3.526;1002
2005;116.526;3.527;1003
2007;116.599;3.528;1004
2008;116.601;3.524;1004
2010;116.595;3.529;1005
2013;116.615;3.532;1007
2016;116.618;3.524;1008
2017;116.586;3.533;1009
2020;116.585;3.534;1010
2021;116.592;3.536;1011
2022;116.592;3.534;1011
2024;116.598;3.536;1012
2028;116.589;3.537;1014
2031;116.613;3.537;1016
2035;116.591;3.539;1018
2037;116.612;3.541;1019
2039;116.617;3.543;1020
2041;116.612;3.546;1021
2042;116.611;3.541;1021
2044;116.617;3.546;1022
2045;116.656;3.475;1023
2046;116.621;3.547;1023
2048;116.623;3.55;1024
2049;116.61;3.553;1025
2054;116.604;3.567;1027
2056;116.606;3.567;1028
2057;116.622;3.572;1029
2058;116.617;3.567;1029
2059;116.612;3.574;1030
2060;116.612;3.571;1030
2061;116.625;3.575;1031
2064;116.627;3.573;1032
2066;116.616;3.575;1033
2067;116.612;3.575;1034
2072;116.618;3.578;1036
2074;116.619;3.577;1037
2076;116.619;3.578;1038
2077;116.631;3.58;1039
2078;116.643;3.565;1039
2080;116.635;3.583;1040
2082;116.625;3.585;1041
2085;116.626;3.585;1043
2090;116.631;3.589;1045
2091;116.622;3.589;1046
2094;124.493;-9.533;1047
2096;112.722;-7.209;1048
2097;112.742;-7.211;1049
2098;112.723;-7.208;1049
2100;116.62;3.586;1050
2102;116.621;3.586;1051
2103;116.647;3.588;1052
2104;116.646;3.583;1052
2105;116.621;3.588;1053
2106;116.622;3.588;1053
2108;116.651;3.552;1054
2109;116.623;3.59;1055
2110;116.626;3.59;1055
2111;116.626;3.591;1056
2116;116.619;3.593;1058
2118;116.629;3.593;1059
2119;116.622;3.594;1060
2123;116.628;3.599;1062
2126;116.628;3.598;1063
2129;116.628;3.601;1065
2131;116.609;3.602;1066
2132;116.611;3.603;1066
2133;116.6;3.605;1067
2134;116.599;3.603;1067
2137;116.625;3.608;1069
2140;116.624;3.609;1070
2141;116.631;3.613;1071
2144;116.581;3.617;1072
2145;116.624;3.619;1073
2147;116.64;3.619;1074
2149;116.636;3.638;1075
2151;116.676;3.65;1076
2153;116.675;3.657;1077
2155;116.741;3.754;1078
2157;116.742;3.754;1079
2160;116.746;3.752;1080
2161;116.739;3.756;1081
2163;116.748;3.757;1082
2164;116.757;3.747;1082
2166;116.749;3.758;1083
2167;116.744;3.76;1084
2171;116.743;3.761;1086
2173;123.611;-10.212;1087
2174;123.49;-10.238;1087
2175;123.88;-10.109;1088
2176;123.612;-10.212;1088
2177;116.708;-8.421;1089
2178;116.398;-8.228;1089
2179;124.926;1.494;1090
2180;124.855;1.456;1090
2181;124.497;-9.518;1091
2182;124.867;-9.086;1091
2183;124.819;-9.003;1092
2184;124.863;-9.087;1092
2185;116.074;-8.658;1093
2186;116.077;-8.599;1093
2187;116.29;-8.813;1094
2188;116.079;-8.629;1094
2189;116.292;-8.813;1095
2190;116.524;-8.632;1095
2191;116.525;-8.632;1096
2192;116.63;-8.544;1096
2193;116.306;-8.889;1097
2194;116.291;-8.814;1097
2195;116.204;-8.699;1098
2196;116.309;-8.62;1098
2197;116.087;-8.544;1099
2198;116.166;-8.592;1099
2199;116.706;-8.422;1100
2200;116.629;-8.543;1100
2201;112.575;-7.179;1101
2202;112.613;-7.129;1101
2203;112.708;-7.345;1102
2205;112.661;-7.168;1103
2206;112.685;-7.257;1103
2207;112.644;-7.19;1104
2208;112.414;-7.142;1104
2209;112.635;-7.153;1105
2210;112.645;-7.19;1105
2211;112.644;-7.191;1106
2212;112.637;-7.195;1106
2213;112.651;-7.326;1107
2215;112.709;-7.348;1108
2216;112.707;-7.355;1108
2217;112.709;-7.346;1109
2218;112.746;-7.342;1109
2219;112.706;-7.409;1110
2220;112.709;-7.347;1110
2222;112.809;-7.309;1111
2223;112.769;-7.124;1112
2224;112.72;-7.149;1112
2225;112.793;-7.057;1113
2226;112.771;-7.126;1113
2228;113.238;-7.179;1114
2229;113.835;-7.008;1115
2230;113.239;-7.179;1115
2231;112.719;-7.421;1116
2232;112.702;-7.529;1116
2233;112.699;-7.53;1117
2234;112.718;-7.421;1117
2236;112.648;-7.174;1118
2237;112.647;-7.19;1119
2238;112.645;-7.191;1119
2239;112.709;-7.349;1120
2240;112.708;-7.412;1120
2241;112.721;-7.42;1121
2244;112.721;-7.422;1122
2245;112.783;-7.156;1123
2246;112.771;-7.127;1123
2247;112.655;-7.183;1124
2250;112.602;-7.344;1125
2251;112.659;-7.165;1126
2254;113.025;-7.654;1127
2255;112.609;-7.366;1128
2256;112.497;-7.459;1128
2257;112.619;-7.347;1129
2258;112.675;-7.389;1129
2259;113.581;-7.718;1130
2260;112.828;-7.71;1130
2261;112.824;-7.71;1131
2262;112.666;-7.561;1131
2263;112.662;-7.56;1132
2264;112.036;-7.84;1132
2266;112.189;-7.29;1133
2267;112.247;-8.143;1134
2268;112.443;-8.16;1134
2269;112.605;-7.344;1135
2270;112.637;-7.196;1135
2273;112.343;-7.59;1137
2274;112.033;-7.837;1137
2276;112.461;-7.468;1138
2277;112.612;-7.557;1139
2278;112.462;-7.468;1139
2279;112.462;-7.47;1140
2280;112.323;-7.856;1140
2282;112.576;-7.904;1141
2283;112.569;-7.48;1142
2287;112.598;-7.324;1144
2288;112.596;-7.324;1144
2291;112.642;-7.939;1146
2292;112.669;-7.996;1146
2293;112.643;-7.984;1147
2297;112.776;-7.604;1149
2301;112.653;-8.032;1151
2302;112.667;-7.998;1151
2303;112.617;-8.021;1152
2304;112.653;-8.034;1152
2306;112.568;-7.348;1153
2307;119.614;-4.786;1154
2308;119.589;-4.802;1154
2309;112.591;-8.02;1155
2310;112.444;-8.159;1155
2311;112.616;-8.021;1156
2314;112.576;-7.905;1157
2316;112.68;-7.968;1158
2318;112.674;-7.844;1159
2319;112.675;-7.841;1160
2320;112.69;-7.848;1160
2322;112.549;-8.184;1161
2323;112.231;-7.473;1162
2325;112.472;-7.439;1163
2326;112.461;-7.469;1163
2328;112.445;-7.447;1164
2329;111.523;-7.748;1165
2330;111.62;-7.814;1165
2331;112.677;-7.842;1166
2337;112.555;-8.194;1169
2340;111.512;-7.243;1170
2341;112.621;-7.342;1171
2343;112.353;-7.874;1172
2344;112.354;-7.873;1172
2345;112.687;-8.172;1173
2346;112.637;-8.098;1173
2347;112.319;-7.825;1174
2348;112.308;-7.829;1174
2349;112.577;-7.181;1175
2350;112.599;-7.324;1175
2351;112.618;-7.346;1176
2352;112.558;-7.413;1176
2354;112.46;-7.469;1177
2355;112.617;-7.345;1178
2358;112.037;-7.84;1179
2359;111.867;-7.176;1180
2361;111.659;-7.706;1181
2362;111.606;-7.686;1181
2364;112.148;-7.124;1182
2365;112.033;-6.886;1183
2366;112.034;-6.889;1183
2368;111.994;-6.813;1184
2370;112.035;-6.888;1185
2371;111.549;-7.641;1186
2373;111.548;-7.641;1187
2374;111.494;-7.87;1187
2375;111.33;-7.644;1188
2376;111.437;-7.588;1188
2378;111.527;-7.747;1189
2379;111.675;-7.722;1190
2381;111.912;-7.611;1191
2383;112.032;-7.836;1192
2385;112.09;-7.611;1193
2389;111.918;-8.058;1195
2390;112.186;-8.074;1195
2392;111.71;-8.061;1196
2393;111.438;-7.588;1197
2394;111.549;-7.64;1197
2396;112.031;-7.806;1198
2398;112.413;-7.142;1199
2400;112.434;-6.892;1200
2402;112.035;-7.839;1201
2403;112.19;-7.288;1202
2406;111.893;-6.818;1203
2407;111.125;-8.182;1204
2408;111.373;-8.256;1204
2409;111.113;-8.182;1205
2410;111.124;-8.183;1205
2413;131.247;-1.021;1207
2414;131.334;-0.986;1207
2415;112.169;-7.855;1208
2418;112.246;-8.142;1209
2422;111.112;-8.182;1211
2423;112.25;-7.439;1212
2424;112.209;-7.539;1212
2427;112.016;-7.764;1214
2428;112.023;-7.755;1214
2429;111.794;-8.253;1215
2430;111.784;-8.121;1215
2432;111.124;-8.182;1216
2433;111.917;-6.866;1217
2438;112.724;-7.606;1219
2439;112.814;-7.628;1220
2441;102.485;-3.59;1221
2442;102.514;-3.526;1221
2444;112.76;-7.768;1222
2445;112.777;-7.604;1223
2446;112.896;-7.688;1223
2449;112.965;-7.694;1225
2451;119.504;-5.229;1226
2452;119.473;-5.148;1226
2454;113.023;-7.654;1227
2455;113.426;-7.779;1228
2456;113.582;-7.719;1228
2457;114.019;-7.717;1229
2459;115.015;-8.516;1230
2460;114.661;-8.364;1230
2461;113.212;-8.129;1231
2462;113.213;-7.764;1231
2463;113.253;-7.865;1232
2464;113.229;-7.85;1232
2465;119.441;-5.133;1233
2466;119.473;-5.147;1233
2467;113.213;-7.766;1234
2468;113.426;-7.78;1234
2469;113.212;-8.128;1235
2470;113.698;-8.194;1235
2472;113.313;-7.798;1236
2474;113.833;-7.937;1237
2475;114.355;-8.188;1238
2477;113.699;-8.193;1239
2478;113.833;-7.938;1239
2480;114.355;-8.19;1240
2481;114.356;-8.188;1241
2482;114.4;-8.153;1241
2483;112.777;-7.602;1242
2484;112.702;-7.639;1242
2485;112.68;-7.969;1243
2486;112.76;-7.769;1243
2487;104.732;-2.951;1244
2488;104.767;-2.948;1244
2490;112.904;-7.687;1245
2491;114.164;-8.387;1246
2492;114.165;-8.326;1246
2493;111.71;-8.062;1247
2495;112.711;-7.379;1248
2496;112.72;-7.375;1248
2497;115.06;-8.136;1249
2498;114.442;-8.175;1249
2502;115.182;-8.583;1251
2503;115.161;-8.258;1252
2506;115.335;-8.563;1253
2507;115.187;-8.666;1254
2509;115.183;-8.583;1255
2510;115.191;-8.689;1255
2513;115.335;-8.562;1257
2514;115.588;-8.448;1257
2515;115.253;-8.675;1258
2516;115.211;-8.718;1258
2520;115.183;-8.743;1260
2522;115.253;-8.674;1261
2523;127.371;0.761;1262
2524;127.307;0.766;1262
2525;115.252;-8.674;1263
2528;115.186;-8.667;1264
2529;115.182;-8.745;1265
2531;115.205;-8.443;1266
2532;115.242;-8.443;1266
2533;114.434;-8.166;1267
